Query Text	IsThirdParty
SELECT fee.*    FROM fee    WHERE fee.CodeNum=41    AND fee.FeeSched=54    AND fee.ClinicNum=0    AND fee.ProvNum=3     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=3     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=0     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=0;	0
SELECT fee.*    FROM fee    WHERE fee.CodeNum=41    AND fee.FeeSched=54    AND fee.ClinicNum=0    AND fee.ProvNum=3     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=3     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=0     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=0;	0
"SELECT fee.*    FROM fee    WHERE fee.CodeNum=41    AND fee.FeeSched=54    AND fee.ClinicNum=0    AND fee.ProvNum=3     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=3     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=0     UNION ALL     SSELECT fee.*     FROM fee     WHERE fee.CodeNum=41     AND fee.FeeSched=54     AND fee.ClinicNum=0     AND fee.ProvNum=0UPDATE appointment SET ProcDescript = 'CmpEx',ProcsColored = '<span color=\""-16777216\"">CmpEx</span>',PatternSecondary = '//////////',SecurityHash = 'f4HmEUbTV5Q0+OhDTnqf4RW+Jg0aY5S0nxVnivQPSnc=' WHERE AptNum = 131;"	0
SELECT * FROM patient WHERE PatNum = 31;	0
SELECT * FROM recall WHERE PatNum=31;	0
"SELECT RecallTypeNum,MAX(ProcDate) procDate_ FROM procedurelog,recalltrigger WHERE PatNum=31 AND procedurelog.CodeNum=recalltrigger.CodeNum AND ( RecallTypeNum=4 OR RecallTypeNum=7 OR RecallTypeNum=6 OR RecallTypeNum=5 OR RecallTypeNum=3 OR RecallTypeNum=1) AND (ProcStatus = 2 OR ProcStatus = 3 OR ProcStatus = 4) GROUP BY RecallTypeNum;"	0
SELECT * FROM patient WHERE PatNum = 31UPDATE recall SET recall.DateScheduled='0001-01-01' WHERE recall.PatNum=31;	0
"SELECT recalltrigger.RecallTypeNum,MIN(DATE(appointment.AptDateTime)) AS AptDateTime FROM procedurelog INNER JOIN recalltrigger ON procedurelog.CodeNum=recalltrigger.CodeNum INNER JOIN recall ON recalltrigger.RecallTypeNum=recall.RecallTypeNum AND recall.PatNum=31 INNER JOIN appointment ON appointment.AptNum=procedurelog.AptNum AND appointment.PatNum=31 AND appointment.AptStatus=1 AND appointment.AptDateTime > CURDATE() WHERE procedurelog.PatNum=31 GROUP BY recalltrigger.RecallTypeNum;"	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum IN (31)    ORDER BY IsNotGuar, f.Birthdate;"	0
"SELECT provider.Abbr,procedurecode.AbbrDesc,appointment.AptDateTime,procedurelog.BaseUnits,procedurelog.ClinicNum,procedurelog.CodeNum,procedurelog.DateEntryC,orionproc.DateScheduleBy,orionproc.DateStopClock,procedurelog.DateTP,procedurecode.Descript,orionproc.DPC,orionproc.DPCpost,Dx,HideGraphics,(SSELECT MAX(HL7ProcAttachNum) FROM hl7procattach WHERE hl7procattach.ProcNum=procedurelog.ProcNum) HL7ProcAttachNum,orionproc.IsEffectiveComm,IsLocked,orionproc.IsOnCall,LaymanTerm,procedurelog.Priority,procedurecode.ProcCode,ProcDate,ProcFee,procedurelog.ProcNum,ProcNumLab,procedurelog.ProcTime,procedurelog.ProcTimeEnd,procedurelog.Prognosis,provider.ProvNum,ProcStatus,orionproc.Status2,Surf,ToothNum,ToothRange,UnitQty FROM procedurelog LEFT JOIN procedurecode ON procedurecode.CodeNum=procedurelog.CodeNum LEFT JOIN provider ON provider.ProvNum=procedurelog.ProvNum LEFT JOIN orionproc ON procedurelog.ProcNum=orionproc.ProcNum LEFT JOIN appointment ON appointment.AptNum=procedurelog.AptNum AND (appointment.AptStatus=1 OR appointment.AptStatus=5 OR appointment.AptStatus=2) WHERE procedurelog.PatNum=31 AND (ProcStatus !=6 OR IsLocked=1) ORDER BY ProcDate;"	0
"SELECT ProcNum,EntryDateTime,UserNum,Note,CASE WHEN Signature!='' THEN 1 ELSE 0 END AS SigPresent FROM procnote WHERE PatNum=31 ORDER BY EntryDateTime;"	0
SELECT * from procedurecode ORDER BY ProcCode;	0
"SELECT CommlogNum,CommDateTime,commlog.DateTimeEnd,CommType,Note,commlog.PatNum,UserNum,p1.FName,p1.LName,CommSource,CASE WHEN Signature!='' THEN 1 ELSE 0 END SigPresent FROM patient p1,patient p2,commlog WHERE commlog.PatNum=p1.PatNum AND p1.Guarantor=p2.Guarantor AND p2.PatNum=31 ORDER BY CommDateTime;"	0
"SELECT FormDateTime,FormPatNum FROM formpat WHERE PatNum =31 ORDER BY FormDateTime;"	0
"SELECT RxNum,RxDate,Drug,Disp,ProvNum,Notes,PharmacyNum,UserNum,RxType,DateTStamp FROM rxpat WHERE PatNum=31 ORDER BY RxDate;"	0
"SELECT labcase.*,Description,Phone FROM labcase,laboratory WHERE labcase.LaboratoryNum=laboratory.LaboratoryNum AND PatNum=31 ORDER BY DateTimeCreated;"	0
"SELECT task.*,COALESCE(tasklist.Descript,'') ListDisc,fampat.FName,fampat.PatNum FROM patient pat INNER JOIN patient fampat ON fampat.Guarantor=pat.Guarantor INNER JOIN task ON task.KeyNum=fampat.PatNum AND task.ObjectType=1 LEFT JOIN tasklist ON task.TaskListNum=tasklist.TaskListNum WHERE pat.PatNum=31 UNION ALL SSELECT task.*,COALESCE(tasklist.Descript,'') ListDisc,patient.FName,patient.PatNum FROM task INNER JOIN appointment ON appointment.AptNum=task.KeyNum AND task.ObjectType=2 LEFT JOIN tasklist ON task.TaskListNum=tasklist.TaskListNum LEFT JOIN patient ON patient.PatNum=appointment.PatNum WHERE appointment.PatNum IN (31,32) ORDER BY DateTimeEntry;"	0
SELECT * FROM tasklist;	0
SELECT * FROM appointment WHERE PatNum=31 ORDER BY AptDateTime;	0
"SELECT EmailMessageNum,MsgDateTime,Subject,BodyText,PatNum,SentOrReceived,UserNum,emailmessage.HideIn,emailmessage.HtmlType FROM emailmessage WHERE PatNum=31 AND SentOrReceived NOT IN (13,12) ORDER BY MsgDateTime;"	0
SELECT PatNumFrom FROM patientlink WHERE PatNumTo=31 AND LinkType=2;	0
SELECT PatNumTo FROM patientlink WHERE PatNumFrom=31 AND LinkType=2;	0
SELECT PatNumTo FROM patientlink WHERE PatNumFrom=32 AND LinkType=2;	0
"SELECT PatNum,LName,FName,MiddleI,Preferred,CreditType,Guarantor,HasIns,SSN FROM patient WHERE PatNum IN (31,32);"	0
"SELECT PatNum,Description,sheet.SheetNum,sheet.DocNum,DateTimeSheet,SheetType,AVG(CASE WHEN FieldValue!='' THEN 1 ELSE 0 END) AS SigPresent FROM sheet LEFT JOIN sheetfield ON sheet.SheetNum=sheetfield.SheetNum AND sheetfield.FieldType=9 WHERE (sheet.PatNum=31 OR PatNum IN(31,32)) AND SheetType!=5 AND SheetType!=12 AND IsDeleted=0 GROUP BY sheet.SheetNum,PatNum,Description,DateTimeSheet,SheetType ORDER BY DateTimeSheet;"	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum =31 ORDER BY IsNotGuar, f.Birthdate;"	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=31 OR A.Subscriber=32) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=31 OR P.PatNum=32))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
"SELECT * FROM insplan WHERE PlanNum IN(45,29,9,6,6);"	0
SELECT * from patplan WHERE PatNum = 31 ORDER BY Ordinal;	0
"SELECT * FROM benefit WHERE PlanNum IN (45,29,9,6,6) OR PatPlanNum IN (59,60,61,63,64);"	0
SELECT * FROM allergy WHERE PatNum = 31;	0
SELECT * FROM appointment WHERE PatNum = '31' AND NOT (AptDateTime < '1880-01-01' AND AptStatus=3) ORDER BY AptDateTime;	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=42 AND claimproc.ProcDate >= '2020-06-14' AND claimproc.Status IN(0,3,1,9,4) AND claimproc.PatNum=31;"	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=43 AND claimproc.ProcDate >= '2020-06-14' AND claimproc.Status IN(0,3,1,9,4) AND claimproc.PatNum=31;"	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=44 AND claimproc.ProcDate >= '1880-01-01' AND claimproc.Status IN(0,3,1,9,4) AND claimproc.PatNum=31;"	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=46 AND claimproc.ProcDate >= '1880-01-01' AND claimproc.Status IN(0,3,1,9,4);"	0
"SELECT claimproc.ProcDate,CodeNum,InsPayEst,InsPayAmt,DedApplied,claimproc.PatNum,Status,ClaimNum,claimproc.InsSubNum,claimproc.ProcNum, procedurelog.Surf, procedurelog.ToothRange, procedurelog.ToothNum FROM claimproc LEFT JOIN procedurelog on claimproc.ProcNum=procedurelog.ProcNum WHERE claimproc.InsSubNum=47 AND claimproc.ProcDate >= '1880-01-01' AND claimproc.Status IN(0,3,1,9,4);"	0
SELECT * FROM disease WHERE PatNum=31;	0
SELECT * FROM medicationpat WHERE PatNum = 31;	0
SELECT * FROM orthohardware WHERE PatNum = 31;	0
SELECT * FROM patfield WHERE PatNum=31;	0
SELECT * FROM patientnote WHERE PatNum = 31;	0
SELECT * FROM patrestriction WHERE PatNum=31;	0
SELECT * FROM payortype WHERE PatNum = 31 ORDER BY DateStart;	0
SELECT procgroupitem.* FROM procgroupitem INNER JOIN procedurelog ON procedurelog.ProcNum=procgroupitem.GroupNum AND procedurelog.PatNum=31;	0
SELECT * FROM procmultivisit WHERE PatNum=31;	0
SELECT * FROM refattach WHERE PatNum = 31 ORDER BY ItemOrder;	0
"SELECT plannedappt.AptNum,ItemOrder,PlannedApptNum,appointment.AptDateTime,appointment.Pattern,appointment.AptStatus,COUNT(DISTINCT procedurelog.ProcNum) someAreComplete, appointment.AptNum AS schedAptNum FROM plannedappt LEFT JOIN appointment ON appointment.NextAptNum=plannedappt.AptNum AND appointment.NextAptNum!=0 LEFT JOIN procedurelog ON procedurelog.PlannedAptNum=plannedappt.AptNum AND procedurelog.ProcStatus=2 WHERE plannedappt.PatNum=31 GROUP BY plannedappt.AptNum ORDER BY ItemOrder;"	0
SELECT * FROM toothinitial WHERE PatNum = 31;	0
SELECT * FROM userweb WHERE FKeyType=1 AND FKey=31;	0
SELECT * FROM procbuttonquick;	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum IN (31)    ORDER BY IsNotGuar, f.Birthdate;"	0
SELECT * from patplan WHERE PatNum = 31 ORDER BY Ordinal;	0
SELECT * FROM inssub WHERE InsSubNum = 42;	0
SELECT * FROM insplan WHERE plannum = '45';	0
SELECT * FROM inssub WHERE InsSubNum = 43;	0
SELECT * FROM insplan WHERE plannum = '29';	0
SELECT * FROM inssub WHERE InsSubNum = 44;	0
SELECT * FROM insplan WHERE plannum = '9';	0
SELECT * FROM inssub WHERE InsSubNum = 46;	0
SELECT * FROM insplan WHERE plannum = '6';	0
SELECT * FROM inssub WHERE InsSubNum = 47;	0
SELECT * FROM insplan WHERE plannum = '6';	0
SELECT * FROM patientnote WHERE PatNum = 31;	0
SELECT * FROM discountplansub WHERE PatNum = 31;	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=31 OR A.Subscriber=32) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=31 OR P.PatNum=32))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
"SELECT * FROM insplan WHERE PlanNum IN(45,29,9,6,6);"	0
"SELECT * FROM benefit WHERE PlanNum IN (45,29,9,6,6) OR PatPlanNum IN (59,60,61,63,64);"	0
"SELECT * FROM recall WHERE recall.PatNum IN (31,32);"	0
SELECT * FROM patfield WHERE PatNum=31;	0
SELECT PatNumFrom FROM patientlink WHERE PatNumTo=31 AND LinkType=2;	0
SELECT PatNumTo FROM patientlink WHERE PatNumFrom=31 AND LinkType=2;	0
SELECT PatNumTo FROM patientlink WHERE PatNumFrom=32 AND LinkType=2;	0
"SELECT * FROM patient WHERE PatNum IN (31,32) ;"	0
SELECT * FROM deflink WHERE LinkType=1;	0
SELECT * FROM document WHERE document.PatNum=31 AND document.DocCategory=190 ORDER BY DateCreated DESC LIMIT 1;	0
SELECT * FROM payortype WHERE PatNum=31 ORDER BY DateStart DESC LIMIT 1;	0
SELECT refattach.* FROM refattach INNER JOIN referral ON refattach.ReferralNum=referral.ReferralNum WHERE refattach.PatNum = 31 ORDER BY refattach.ItemOrder;	0
"SELECT * FROM patientlink WHERE (PatNumTo IN(31,32) OR PatNumFrom IN(31,32)) AND LinkType=1;"	0
"INSERT INTO securitylog (PermType,UserNum,LogDateTime,LogText,PatNum,CompName,FKey,LogSource,DefNum,DefNumError,DateTPrevious) VALUES(2,1,NOW(),'',31,'ALEXG',0,0,0,0,'0001-01-01 00:00:00');"	0
SELECT * FROM securitylog WHERE SecurityLogNum = 18116;	0
"INSERT INTO securityloghash (SecurityLogNum,LogHash) VALUES(18116,'Jpm8h8bjjhuVJlvZ/D7gkdwL5llFQo97WaJOPaY4Qi4=');"	0
SELECT PatNumFrom FROM patientlink WHERE PatNumTo=31 AND LinkType=2;	0
SELECT PatNumTo FROM patientlink WHERE PatNumFrom=31 AND LinkType=2;	0
"SELECT EmployerNum,EmpName,'' Address,'' Address2,'' City,'' State,'' Zip,'' Phone FROM employer;"	0
"SELECT * FROM procedurelog WHERE PatNum=31 AND ProcStatus IN (4,2);"	0
"SELECT * FROM claimproc WHERE ProcNum IN(562,563,709,940,941);"	0
"SELECT * FROM procedurelog WHERE PatNum=31 AND ProcStatus IN (4,2);"	0
"SELECT * FROM claimproc WHERE ProcNum IN(562,563,709,940,941);"	0
"SELECT * FROM procedurelog WHERE PatNum=31 AND ProcStatus IN (4,2);"	0
"SELECT * FROM claimproc WHERE ProcNum IN(562,563,709,940,941);"	0
"SELECT * FROM procedurelog WHERE PatNum=31 AND ProcStatus IN (4,2);"	0
"SELECT * FROM claimproc WHERE ProcNum IN(562,563,709,940,941);"	0
"SELECT * FROM procedurelog WHERE PatNum=31 AND ProcStatus IN (4,2);"	0
"SELECT * FROM claimproc WHERE ProcNum IN(562,563,709,940,941);"	0
SELECT * FROM patplan WHERE PatPlanNum = 59;	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=31 OR A.Subscriber=32) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=31 OR P.PatNum=32))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
"SELECT * FROM insplan WHERE PlanNum IN(45,29,9,6,6);"	0
SELECT * FROM insfilingcode ORDER BY ItemOrder;	0
SELECT * FROM insverify WHERE FKey=45 AND VerifyType=1;	0
SELECT * FROM benefit WHERE PlanNum = 45 OR PatPlanNum = 59;	0
SELECT * FROM insverify WHERE FKey=59 AND VerifyType=2;	0
SELECT * FROM claimproc WHERE PatNum = 31 ORDER BY LineNumber;	0
"SELECT PatNum,LName,FName,MiddleI,Preferred,CreditType,Guarantor,HasIns,SSN,Birthdate,ClinicNum FROM patient WHERE PatNum = '31';"	0
SELECT * FROM claimform;	0
SELECT * FROM claimformitem ORDER BY ImageFileName DESC;	0
SELECT * FROM insfilingcodesubtype ORDER BY Descript;	0
SELECT * from SELECTid ORDER BY CarrierName;	0
SELECT COUNT(inssub.InsSubNum) FROM inssub WHERE inssub.PlanNum=45 ;	0
"SELECT CONCAT(CONCAT(LName,', '),FName) FROM inssub LEFT JOIN patient ON patient.PatNum=inssub.Subscriber WHERE inssub.PlanNum=45 AND inssub.InsSubNum !=42  ORDER BY LName,FName;"	0
SELECT * FROM insverify WHERE FKey=45 AND VerifyType=1;	0
SELECT MAX(DateTimeTrans) FROM etrans WHERE (Etype=24 OR Etype=6)  AND PlanNum=45;	0
SELECT * FROM patplan WHERE PatPlanNum = 59;	0
SELECT * FROM insplan WHERE plannum = '45';	0
SELECT * FROM patplan WHERE PatPlanNum = 59;	0
SELECT * FROM inssub WHERE InsSubNum = 42;	0
SELECT * FROM insplan WHERE plannum = '45';	0
SELECT * FROM patplan WHERE PatPlanNum = 59;	0
SELECT * FROM inssub WHERE InsSubNum = 42;	0
SELECT * FROM insplan WHERE plannum = '45';	0
SELECT * FROM patplan WHERE PatPlanNum = 59;	0
SELECT * FROM inssub WHERE InsSubNum = 42;	0
SELECT * FROM insplan WHERE plannum = '45';	0
SELECT * FROM patplan WHERE PatPlanNum = 59;	0
SELECT * FROM inssub WHERE InsSubNum = 42;	0
SELECT * FROM insplan WHERE plannum = '45';	0
"SELECT * FROM patplan WHERE PatPlanNum = 59UPDATE inssub SET PlanNum        =  45, Subscriber     =  31, DateEffective  =  '0001-01-01', DateTerm       =  '0001-01-01', ReleaseInfo    =  1, AssignBen      =  1, SubscriberID   = 'asdf', BenefitNotes   =  '', SubscNote      =  '' WHERE InsSubNum = 42UPDATE claim    INNER JOIN insbluebook ON claim.ClaimNum=insbluebook.ClaimNum    SET insbluebook.PlanNum=45    WHERE claim.InsSubNum=42 AND claim.PlanNum!=45UPDATE claim SET claim.PlanNum=45 WHERE claim.InsSubNum=42 AND claim.PlanNum!=45UPDATE claim SET claim.PlanNum2=45 WHERE claim.InsSubNum2=42 AND claim.PlanNum2!=45UPDATE claimproc SET claimproc.PlanNum=45 WHERE claimproc.InsSubNum=42 AND claimproc.PlanNum!=45UPDATE payplan SET payplan.PlanNum=45 WHERE payplan.InsSubNum=42 AND payplan.PlanNum!=45UPDATE etrans SET etrans.PlanNum=45 WHERE etrans.InsSubNum!=0 AND etrans.InsSubNum=42 AND etrans.PlanNum!=45;"	0
"SELECT DISTINCT PatNum FROM patplan,inssub WHERE Subscriber=31 AND patplan.InsSubNum=inssub.InsSubNum;"	0
"SELECT DISTINCT f.*,CASE WHEN f.Guarantor != f.PatNum THEN 1 ELSE 0 END AS IsNotGuar     FROM patient p    INNER JOIN patient f ON f.Guarantor=p.Guarantor    WHERE p.PatNum IN (31)    ORDER BY IsNotGuar, f.Birthdate;"	0
SELECT * FROM procedurelog WHERE PatNum=31 AND ProcStatus !=6 ORDER BY ProcDate;	0
SELECT * FROM claimproc WHERE PatNum = 31 ORDER BY LineNumber;	0
"SELECT D.* FROM inssub D,((SSELECT A.InsSubNum FROM inssub A WHERE A.Subscriber=31 OR A.Subscriber=32) UNION (SSELECT B.InsSubNum FROM inssub B,patplan P WHERE B.InsSubNum=P.InsSubNum AND ( P.PatNum=31 OR P.PatNum=32))) C WHERE D.InsSubNum=C.InsSubNum ORDER BY DateEffective;"	0
"SELECT * FROM insplan WHERE PlanNum IN(45,29,9,6,6);"	0
SELECT * from patplan WHERE PatNum = 31 ORDER BY Ordinal;	0
"SELECT * FROM benefit WHERE PlanNum IN (45,29,9,6,6) OR PatPlanNum IN (59,60,61,63,64);"	0
"SELECT * FROM substitutionlink WHERE PlanNum IN(6,9,29,45);"	0
SELECT DiscountPlanNum FROM discountplansub WHERE PatNum = 31 ;	0
"SELECT * FROM fee WHERE ClinicNum IN(0,1)    AND FeeSched IN(53,54)    AND CodeNum IN(41,148,139,34,744,119,122,58,65,137);"	0
